,0,1,2,3,4,5,6,7,8,9,10,pop,data_type
0,0.6921668628220217,0.9790269862554475,0.739406779661017,0.7001347708894878,0.7028753993610224,0.9761387163561076,0.7048092868988391,0.7284196547144755,0.9760790232904717,0.7983050847457627,0.9795687604788085,1,train
1,0.1261562178828366,0.8014330390720874,0.07751937984496124,0.11383928571428571,0.18050541516245489,0.8052150884459988,0.08542713567839195,0.118378024852845,0.8177983577668629,0.15242494226327943,0.80518501924526,2,oop
2,0.7142018779342723,0.977601512411639,0.7516339869281046,0.7003174603174603,0.7563636363636363,0.9735878568127688,0.6890756302521008,0.683125,0.9709862757449083,0.7339055793991416,0.9743390846768276,3,train
3,0.1303373437131399,0.8210663306409965,0.15164835164835164,0.1098014888337469,0.16502463054187191,0.8184781661291728,0.09888059701492537,0.1016839378238342,0.8075625579240037,0.1679790026246719,0.8021061697463201,4,oop
4,0.6688083218601805,0.9747194579716282,0.6596194503171248,0.6641221374045801,0.6713780918727915,0.97192720286065,0.7216,0.665045170257123,0.9718045484183281,0.6928934010152284,0.9747618559868892,5,train
5,0.653206069505629,0.9688374975954859,0.5877862595419847,0.61254851228978,0.6456456456456456,0.9690630471274119,0.5330578512396694,0.6010498687664042,0.966015037593985,0.6911111111111111,0.9667473699997857,6,train
6,0.6549618320610687,0.9743045975828203,0.6210826210826211,0.6413559322033898,0.7189873417721518,0.9703900740248149,0.6140035906642729,0.6241709653647752,0.9651605460488367,0.5904255319148937,0.972783950123891,7,train
7,0.7264351523742026,0.9751696773519891,0.7151767151767152,0.6836477987421383,0.761744966442953,0.9704089272344825,0.6745362563237775,0.7156063077759652,0.9731926005734007,0.7613412228796844,0.9741127348643006,8,train
8,0.6473737888832228,0.969914825434306,0.5856777493606138,0.6332398316970547,0.6387959866220736,0.9661824994898621,0.6770642201834862,0.6494582536647546,0.9671755578229982,0.6764705882352942,0.9687016541711294,9,train
9,0.676757674352808,0.9797294422937848,0.6744791666666666,0.6681818181818182,0.8387909319899244,0.9773559889745648,0.7168674698795181,0.7155727155727156,0.9746608698897244,0.7293577981651376,0.9776272947004654,10,train
10,0.7035937340022524,0.9747158098135548,0.702576112412178,0.6677807486631016,0.6916666666666667,0.9695748186056293,0.6245733788395904,0.6433048433048433,0.9687410436211475,0.6916666666666667,0.9702384594986027,11,train
11,0.6609174311926606,0.9741241126631555,0.6701846965699209,0.6700177409816677,0.7151702786377709,0.9728506787330317,0.6677966101694915,0.6766965428937259,0.9713231594834815,0.6848341232227488,0.9727979533507884,12,train
12,0.6280359533371581,0.9650140198827428,0.6896551724137931,0.5470588235294118,0.6973684210526315,0.9607832589165636,0.6,0.59613196814562,0.9622952216007495,0.5747663551401869,0.9634338260252414,13,train
13,0.6612626861737182,0.9766853602102044,0.728110599078341,0.7052631578947368,0.7831632653061225,0.970549983074703,0.6938775510204082,0.7116745283018868,0.9712180784059243,0.7111111111111111,0.9735126089214612,14,train
14,0.1460309835474961,0.8073439993100177,0.0975609756097561,0.08796895213454076,0.1492063492063492,0.8044717309630716,0.10191082802547771,0.10641200545702592,0.7955547574868818,0.12318840579710146,0.7877817568990941,15,oop
15,0.6991910392034848,0.9783168337554156,0.7575107296137339,0.6878612716763006,0.7058823529411765,0.9756660373400462,0.736013986013986,0.6923566878980891,0.9733938273679493,0.710997442455243,0.9768854762423067,16,train
16,0.7217239116167141,0.9779172428465057,0.6710182767624021,0.6615691489361702,0.6752767527675276,0.9755984030649695,0.6550387596899225,0.6596669080376538,0.9742689838970009,0.7109375,0.9769444945215632,18,train
17,0.6624293785310734,0.9778833709992081,0.7152317880794702,0.6502770083102493,0.6893203883495146,0.9727745850921358,0.6579439252336449,0.6763925729442971,0.9749401498185188,0.657608695652174,0.9743379797899109,19,train
18,0.12437683753035919,0.8125840336134453,0.11513859275053305,0.07601351351351351,0.08333333333333333,0.8118453078517984,0.08828828828828829,0.10547667342799188,0.8076166636867513,0.12394366197183099,0.7968955006963929,20,oop
19,0.6630731102850062,0.9728164889455212,0.6430260047281324,0.5926517571884984,0.662303664921466,0.970656663119736,0.6505460218408736,0.6079881656804734,0.9712318520933623,0.6177884615384616,0.9677468831481847,21,train
20,0.6782700421940928,0.9746255088731671,0.6525,0.6566110397946084,0.7012987012987013,0.9744760545795059,0.6601941747572816,0.6821282401091405,0.9733668341708542,0.7072538860103627,0.9749725357035853,22,train
21,0.6756491915727585,0.9766591074408455,0.6753623188405797,0.6591639871382636,0.714828897338403,0.9728685786792558,0.6327345309381237,0.642453591606134,0.9710482317834543,0.6655052264808362,0.9733962940320846,23,train
22,0.7294576569774758,0.9777878026250779,0.7349896480331263,0.7390753641545282,0.7790697674418605,0.9747948528436333,0.6959654178674352,0.734338747099768,0.9707605872047363,0.7620253164556962,0.9765722637632654,24,train
23,0.13973268529769137,0.789928146936409,0.10775047258979206,0.10352264557872035,0.10963455149501661,0.8017632333200305,0.10236220472440945,0.11511216056670602,0.7842738420410298,0.15217391304347827,0.7835658330191446,25,oop
24,0.09959378064154643,0.8247173373496531,0.12596401028277635,0.08965062623599208,0.0781758957654723,0.820576431959139,0.09591474245115453,0.10338345864661654,0.8100904799370574,0.13505747126436782,0.8134488917755947,26,oop
0,0.26692456479690524,0.9309877066553625,0.13157894736842105,0.17091836734693877,0.1125,0.9208526804558885,0.12751677852348994,0.19667590027700832,0.9210750522810007,0.34328358208955223,0.9320151252560265,1,eval
1,,,,,,,,,,,,2,eval
2,0.2534246575342466,0.9186546734454438,0.14583333333333334,0.10248447204968944,0.0625,0.9092586380409259,0.08461538461538462,0.07668711656441718,0.8995245931614555,0.09375,0.9089189727254628,3,eval
3,,,,,,,,,,,,4,eval
4,0.23094045631608237,0.9229576809796931,0.15602836879432624,0.0856269113149847,0.04285714285714286,0.9183567003586567,0.2331288343558282,0.09014084507042254,0.9136097243325374,0.09433962264150944,0.9231635026637652,5,eval
5,0.2532703488372093,0.9172413793103448,0.14102564102564102,0.20517241379310344,0.17857142857142858,0.9203744493392071,0.06666666666666667,0.1936619718309859,0.9103502990357623,0.27044025157232704,0.9106177983204219,6,eval
6,0.3081510934393638,0.9314128943758574,0.14285714285714285,0.1694915254237288,0.3208955223880597,0.9222962258166826,0.12234042553191489,0.12895927601809956,0.9106997795056284,0.05970149253731343,0.928990859010836,7,eval
7,0.2801590808661069,0.921772068511199,0.2033898305084746,0.16216216216216217,0.109375,0.9106941309255079,0.12413793103448276,0.19910514541387025,0.9163601588936295,0.22131147540983606,0.9176208651399491,8,eval
8,0.2828757225433526,0.9162332709243465,0.1076923076923077,0.15843621399176955,0.19626168224299065,0.9060374149659864,0.18562874251497005,0.19635627530364372,0.9072236617582001,0.21621621621621623,0.9126694473409802,9,eval
9,0.2028587135788895,0.9316655936723995,0.052083333333333336,0.10509554140127389,0.3684210526315789,0.9253875250315212,0.12931034482758622,0.17045454545454544,0.9190427296422083,0.14912280701754385,0.9256219765031098,10,eval
10,0.303477344573235,0.9289086739511668,0.17692307692307693,0.15258215962441316,0.18691588785046728,0.9155754651964163,0.12571428571428572,0.16420664206642066,0.9129510349571635,0.17142857142857143,0.9183892617449665,11,eval
11,0.23673469387755103,0.9222565460429538,0.1452991452991453,0.17234468937875752,0.15730337078651685,0.9210145383598716,0.1242603550295858,0.16919739696312364,0.9166994106090374,0.20454545454545456,0.9180937675463223,12,eval
12,0.23798358733880423,0.9113447810148563,0.30526315789473685,0.04844290657439446,0.16666666666666666,0.9031777557100298,0.10377358490566038,0.127208480565371,0.90330542089026,0.06756756756756757,0.9055544987635533,13,eval
13,0.23417721518987342,0.9339709762532982,0.16071428571428573,0.20240963855421687,0.4224137931034483,0.9192542860568277,0.14634146341463414,0.21030042918454936,0.918767326413513,0.1796875,0.9248667619914208,14,eval
14,,,,,,,,,,,,15,eval
15,0.30509977827051,0.9311650885137917,0.21052631578947367,0.15165876777251186,0.0821917808219178,0.922094681790396,0.1925925925925926,0.1952941176470588,0.9160687105892585,0.17142857142857143,0.9284176533907428,16,eval
16,0.3431861804222649,0.9288163948138854,0.12962962962962962,0.136986301369863,0.1951219512195122,0.9214088299907873,0.13245033112582782,0.12244897959183673,0.9144766146993318,0.17204301075268819,0.9271203857402577,18,eval
17,0.24822695035460993,0.9358451434497062,0.19834710743801653,0.12296983758700696,0.140625,0.9289567800206098,0.10119047619047619,0.18669527896995708,0.9252718332294481,0.13274336283185842,0.9260024214799516,19,eval
18,,,,,,,,,,,,20,eval
19,0.26040473463153874,0.9241719930273097,0.16546762589928057,0.09176470588235294,0.22764227642276422,0.9199508829376681,0.18468468468468469,0.13288288288288289,0.9179471228615863,0.17197452229299362,0.9109240130182539,21,eval
20,0.2303370786516854,0.9237051514728466,0.1322314049586777,0.17835671342685372,0.25510204081632654,0.9257851445663011,0.15816326530612246,0.21476510067114093,0.921201389361847,0.23529411764705882,0.9255983715870008,22,eval
21,0.2654934965570008,0.9360498019241652,0.14563106796116504,0.13636363636363635,0.2558139534883721,0.9252940814189813,0.061224489795918366,0.11621621621621622,0.9197202797202797,0.08536585365853659,0.9286158523944441,23,eval
22,0.28935303107488536,0.932669105627773,0.17829457364341086,0.20149253731343283,0.2631578947368421,0.9242928452579035,0.15544041450777202,0.18793503480278423,0.9107981220657277,0.19318181818181818,0.9280829811755666,24,eval
23,,,,,,,,,,,,25,eval
24,,,,,,,,,,,,26,eval
